Species ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Authority	Infraspecific rank	Infraspecific name	Infraspecific authority	Stock/subpopulation	Synonyms	Common names (Eng)	Common names (Fre)	Common names (Spa)	Red List status	Red List criteria	Red List criteria version	Year assessed	Population trend	Petitioned
136177	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	hilli	Hiaso and Richards, 2006					Litoria rostandi				DD		3.1	2008	unknown	N
135897	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	humboldtorum	Günther, 2006									LC		3.1	2008	stable	N
55774	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	humeralis	(Boulenger, 1912)					Nyctimystes humeralis				LC		3.1	2004	stable	N
136072	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	hunti	Richards, Oliver, Dahl and Tjaturadi, 2006					Litoria huntorum				DD		3.1	2008	unknown	N
55726	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	impura	(Peters and Doria, 1878)									LC		3.1	2004	stable	N
41094	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	inermis	(Peters, 1867)						Bumpy Rocket Frog, Peter's Frog			LC		3.1	2004	stable	N
41095	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	infrafrenata	(Günther, 1867)						Giant Treefrog, White-lipped Tree Frog			LC		3.1	2004	stable	N
55727	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	iris	(Tyler, 1962)									LC		3.1	2004	stable	N
41035	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	jervisiensis	(Duméril and Bibron, 1841)						Heath Frog, Jervis Bay Treefrog			LC		3.1	2004	stable	N
55729	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	jeudii	(Werner, 1901)									DD		3.1	2004	unknown	N
61782	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	jungguy	Donnellan and Mahony, 2004									NT		3.1	2006	unknown	N
55775	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	kubori	(Zweifel, 1958)					Nyctimystes kubori				LC		3.1	2006	stable	N
136099	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	kuduki	(Richards, 2007)					Nyctimystes kuduki				DD		3.1	2008	unknown	N
61783	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	kumae	Menzies and Tyler, 2004									DD		3.1	2006	unknown	N
41096	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	latopalmata	Günther, 1867						Broad-palmed Rocket Frog			LC		3.1	2004	stable	N
12147	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	lesueurii	(Duméril and Bibron, 1841)					Litoria kinghorni|Litoria lesueuri|Litoria lesueuri|Litoria vinosa	Lesueur's Frog, Rocky River Frog, Stony Creek Frog			LC		3.1	2004	decreasing	N
55730	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	leucova	(Tyler, 1968)									DD		3.1	2004	unknown	N
41036	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	littlejohni	White, Whitford and Mahoney, 1994						Large Brown Tree Frog, Littlejohn's Tree Frog			LC		3.1	2004	stable	N
55731	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	longicrus	(Boulenger, 1911)									DD		3.1	2004	unknown	N
41071	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	longipes	(Tyler and Martin, 1977)					Cyclorana longipes	Long-footed Frog			LC		3.1	2004	stable	N
41097	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	longirostris	Tyler and Davies, 1977						Long-snouted Frog, Scrub Rocket Frog, Sharp-snouted Frog			LC		3.1	2004	stable	N
12156	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	lorica	Davies and McDonald, 1979						Armoured Frog, Armoured Mistfrog			CR	D	3.1	2004	decreasing	N
55732	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	louisiadensis	(Tyler, 1968)									LC		3.1	2006	stable	N
55733	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	lutea	(Boulenger, 1887)									VU	B1ab(iii)	3.1	2004	decreasing	N
55734	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	macki	Richards, 2001									DD		3.1	2004	unknown	N
41072	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	maculosa	(Tyler and Martin, 1977)					Cyclorana maculosa	Daly Waters Frog			LC		3.1	2004	stable	N
41073	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	maini	(Tyler and Martin, 1977)					Cyclorana maini	Main's Frog			LC		3.1	2004	stable	N
55735	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	majikthise	Johnston and Richards, 1994									DD		3.1	2004	unknown	N
41074	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	manya	(van Beurden and McDonald, 1980)					Cyclorana manya	Small Frog			LC		3.1	2004	stable	N
158634	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	mareku	Günther, 2008									DD		3.1	2009	unknown	N
136085	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	megalops	Richards and Iskandar, 2006									DD		3.1	2008	unknown	N
41098	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	meiriana	(Tyler, 1969)						Rockhole Frog			LC		3.1	2004	stable	N
55787	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	michaeltyleri	Frost, Grant, Faivovich, Bain, Haas, Haddad, de Sá, Channing, Wilkinson, Donnellan, Raxworthy, Campbell, Blotto, Moler, Drewes, Nussbaum, Lynch, Green & Wheeler, 2006					Litoria tyleri|Nyctimystes tyleri				DD		3.1	2004	unknown	N
41099	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	microbelos	(Cogger, 1966)					Hyla dorsalis ssp. microbelos	Javelin Frog			LC		3.1	2004	stable	N
55736	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	micromembrana	(Tyler, 1963)									LC		3.1	2004	stable	N
55737	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	modica	(Tyler, 1968)									LC		3.1	2006	stable	N
55776	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	montana	(Peters and Doria, 1878)					Litoria montanus|Nyctimystes montanus				DD		3.1	2004	unknown	N
41100	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	moorei	(Copland, 1957)						Bell Frog, Moore's Frog, Motorbike Frog, Western Green And Golden Bell Frog			LC		3.1	2004	stable	N
55738	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	mucro	Menzies, 1993									DD		3.1	2004	unknown	N
61784	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	multicolor	Günther, 2004						Multi-coloured Treefrog			DD		3.1	2006	unknown	N
55739	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	multiplica	(Tyler, 1964)									LC		3.1	2004	stable	N
136003	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	myola	Hoskin, 2007									CR	B1ab(iii)	3.1	2008	decreasing	N
55740	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	mystax	(van Kampen, 1906)									DD		3.1	2004	unknown	N
12148	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nannotis	(Andersson, 1916)						Torrent Tree Frog, Waterfall Frog			EN	A2ae	3.1	2004	stable	N
55741	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	napaea	(Tyler, 1968)									LC		3.1	2004	stable	N
55777	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	narinosa	(Zweifel, 1958)					Litoria narinosus|Nyctimystes narinosus				LC		3.1	2004	stable	N
41101	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nasuta	(Gray, 1842)						Rocket Frog			LC		3.1	2004	stable	N
41102	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nigrofrenata	(Günther, 1867)						Bridle Frog			LC		3.1	2004	stable	N
55742	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nigropunctata	(Meyer, 1874)									LC		3.1	2004	stable	N
41075	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	novaehollandiae	(Steindachner, 1867)					Cyclorana novaehollandiae	New Holland Frog, Snapping Frog			LC		3.1	2004	stable	N
136185	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nudidigita	(Copland, 1963)									LC		3.1	2008	stable	N
12149	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	nyakalensis	Liem, 1974						Mountain Mistfrog			CR	D	3.1	2004	decreasing	N
55778	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	obsoleta	(Lönnberg, 1900)					Litoria obsoletus|Nyctimystes obsoletus				DD		3.1	2004	unknown	N
55743	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	obtusirostris	Meyer, 1875									DD		3.1	2004	unknown	N
55744	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	oenicolen	Menzies and Zweifel, 1974									DD		3.1	2004	unknown	N
55779	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	oktediensis	(Richards and Johnston, 1993)					Nyctimystes oktediensis				DD		3.1	2004	stable	N
55745	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	ollauro	Menzies, 1993									DD		3.1	2004	unknown	N
41037	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	olongburensis	Liem and Ingram, 1977						Olongburra Frog, Wallum Sedgefrog			VU	B1ab(ii,iii,iv)+2ab(ii,iii,iv)	3.1	2004	decreasing	N
41103	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pallida	Davies, Martin and Watson, 1983						Pale Frog			LC		3.1	2004	stable	N
55780	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	papua	(Boulenger, 1897)					Nyctimystes papua				DD		3.1	2004	unknown	N
41104	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	paraewingi	Watson, Loftus-Hills and Littlejohn, 1971						Plains Brown Tree Frog, Victorian Frog			LC		3.1	2004	stable	N
12150	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pearsoniana	(Copland, 1961)						Cascade Tree Frog, Pearson's Green Tree Frog			NT		3.1	2004	decreasing	N
55781	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	perimetri	(Zweifel, 1958)					Nyctimystes perimetri				LC		3.1	2006	stable	N
41105	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	peronii	(Tschudi, 1838)						Emerald Spotted Treefrog, Maniacal Cackle Frog, Peron's Tree Frog			LC		3.1	2004	stable	N
55782	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	persimilis	(Zweifel, 1958)					Nyctimystes persimilis				DD		3.1	2006	unknown	N
41106	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	personata	Tyler, Davies and Martin, 1978						Masked Frog, Masked Rock Frog			LC		3.1	2004	stable	N
41107	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	phyllochroa	(Günther, 1863)					Litoria barringtonensis	Leaf Green River Tree Frog, Leaf Green Tree Frog			LC		3.1	2008	stable	N
12151	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	piperata	Tyler and Davies, 1985						Peppered Tree Frog			CR	D	3.1	2004	unknown	N
41076	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	platycephala	(Günther, 1873)					Cyclorana platycephala	Water-holding Frog			LC		3.1	2004	stable	N
55746	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pratti	(Boulenger, 1911)									DD		3.1	2004	unknown	N
55747	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pronimia	Menzies, 1993									LC		3.1	2004	stable	N
55748	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	prora	(Menzies, 1969)									LC		3.1	2004	stable	N
55783	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pulchra	(Wandolleck, 1911)					Litoria pulcher|Nyctimystes pulcher				LC		3.1	2004	stable	N
135895	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	purpureolata	Oliver, Richards, Tjaturadi & Iskandar, 2007									DD		3.1	2008	unknown	N
55749	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	pygmaea	(Meyer, 1874)									LC		3.1	2004	stable	N
55750	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	quadrilineata	Tyler and Parker, 1974									VU	D2	3.1	2004	unknown	N
12152	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	raniformis	(Keferstein, 1867)						Green And Gold Frog, Growling Grass Frog, Southern Bell Frog, Warty Bell Frog			EN	A2ae	3.1	2004	decreasing	N
136117	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rara	Günther and Richards, 2005									DD		3.1	2008	unknown	N
41108	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	revelata	Ingram, Corben and Hosmer, 1982					Litoria corbeni	Revealed Frog, Whirring Tree Frog			LC		3.1	2004	stable	N
12153	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rheocola	Liem, 1974						Common Mist Frog			EN	A2ae	3.1	2004	decreasing	N
136164	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	richardsi	Dennis and Cunningham, 2006									DD		3.1	2008	unknown	N
135804	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rivicola	Günther and Richards, 2005									LC		3.1	2008	stable	N
41109	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rothii	(De Vis, 1884)						Roth's Tree Frog			LC		3.1	2004	stable	N
41110	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rubella	(Gray, 1842)						Desert Tree Frog, Naked Tree Frog, Red Tree Frog			LC		3.1	2004	stable	N
55751	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rubrops	Kraus and Allison, 2004									DD		3.1	2004	unknown	N
55784	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	rueppelli	(Boettger, 1895)					Nyctimystes rueppelli				VU	B1ab(iii)	3.1	2004	decreasing	N
55752	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	sanguinolenta	(van Kampen, 1909)									DD		3.1	2004	unknown	N
136016	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	sauroni	Richards and Oliver, 2006									DD		3.1	2008	unknown	N
136190	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	scabra	Günther and Richards, 2005									DD		3.1	2008	unknown	N
55785	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	semipalmata	(Parker, 1936)					Litoria semipalmatus|Nyctimystes semipalmatus				LC		3.1	2006	stable	N
61785	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	singadanae	Richards, 2005									DD		3.1	2006	unknown	N
135896	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	spartacus	Richards and Oliver, 2006									DD		3.1	2008	unknown	N
12154	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	spenceri	Dubois, 1984						Spencer's River Tree Frog, Spotted Treefrog			CR	B2ab(ii,iii,iv,v)	3.1	2004	decreasing	N
55753	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	spinifera	(Tyler, 1968)									LC		3.1	2004	stable	N
41111	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	splendida	Tyler, Davies and Martin, 1977						Magnificent Tree Frog			LC		3.1	2004	stable	N
135760	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	staccato	Doughty and Anstis, 2007									LC		3.1	2008	stable	N
41038	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	subglandulosa	Tyler and Anstis, 1983						Glandular Frog, New England Tree Frog			VU	B1ab(i,ii,iii)+2ab(i,ii,iii)	3.1	2004	decreasing	N
55754	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	thesaurensis	(Peters, 1877)									LC		3.1	2004	stable	N
55755	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	timida	Tyler and Parker, 1972									LC		3.1	2004	stable	N
41112	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	tornieri	(Nieden, 1923)						Tornier's Frog			LC		3.1	2004	stable	N
55786	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	trachydermis	(Zweifel, 1983)					Nyctimystes trachydermis				LC		3.1	2006	stable	N
41113	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	tyleri	Martin, Watson, Gartside, Littlejohn and Loftus-Hills, 1979						Laughing Tree Frog, Tyler's Tree Frog			LC		3.1	2004	stable	N
61786	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	umarensis	Günther, 2004						Umar Treefrog			DD		3.1	2006	unknown	N
55756	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	umbonata	Tyler and Davies, 1983									DD		3.1	2004	unknown	N
55757	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	vagabunda	(Peters and Doria, 1878)									DD		3.1	2004	unknown	N
41077	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	vagitus	Tyler, Davies and Martin, 1981					Cyclorana vagitus	Wailing Frog			LC		3.1	2004	stable	N
61787	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	verae	Günther, 2004						Vera´s Treefrog			DD		3.1	2006	unknown	N
12155	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	verreauxii	Watson, Loftus-Hills and Littlejohn, 1971						Alpine Tree Frog, Verreaux's Tree Frog, Whistling Tree Frog			LC		3.1	2004	decreasing	N
41078	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	verrucosa	(Tyler and Martin, 1977)					Cyclorana verrucosa	Rough Frog			LC		3.1	2004	stable	N
55758	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	vocivincens	Menzies, 1972									LC		3.1	2004	stable	N
55759	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	wapogaensis	Richards and Iskandar, 2001									DD		3.1	2004	stable	N
41115	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	watjulumensis	(Copland, 1957)						Wotjulum Frog			LC		3.1	2004	stable	N
61788	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	wilcoxii	Gunther, 1864					Hyla kinghorni|Hyla vinosa				LC		3.1	2006	decreasing	N
55760	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	wisselensis	(Tyler, 1968)									VU	D2	3.1	2004	unknown	N
55761	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	wollastoni	(Boulenger, 1914)									LC		3.1	2006	stable	N
41116	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	xanthomera	Davies, McDonald and Adams, 1986						Orange-thighed Frog			LC		3.1	2004	stable	N
55788	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Litoria	zweifeli	(Tyler, 1967)					Nyctimystes zweifeli				DD		3.1	2004	unknown	N
59112	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	HYNOBIIDAE	Liua	shihi	(Liu, 1950)					Ranodon shihi	Wushan Salamander			NT		3.1	2004	decreasing	N
59113	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	HYNOBIIDAE	Liua	tsinpaensis	(Liu and Hu in Hu, Zhao and Liu, 1966)					Ranodon tsinpaensis	Tsinpa Salamander			VU	B1ab(iii,v)+2ab(iii,v)	3.1	2004	decreasing	N
58794	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RHACOPHORIDAE	Liuixalus	romeri	(Smith, 1953)					Chirixalus romeri|Philautus romeri	Romer's Treefrog			EN	B1ab(iii,iv)+2ab(iii,iv)	3.1	2004	decreasing	N
59569	ANIMALIA	CHORDATA	AMPHIBIA	GYMNOPHIONA	CAECILIIDAE	Luetkenotyphlus	brasiliensis	(Lütken, 1851)									DD		3.1	2004	unknown	N
61913	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	antalyana	(BaÅŸoÄŸlu and Baran, 1976)									EN	B1ab(iii)	3.1	2008	decreasing	N
61914	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	atifi	(BaÅŸoÄŸlu, 1967)									EN	B1ab(iii)	3.1	2008	stable	N
61915	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	billae	(Franzen and Klewen, 1987)									CR	B1ab(iii)	3.1	2008	decreasing	N
61916	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	fazilae	(BaÅŸoÄŸlu and AtatÃ¼r, 1974)									EN	B1ab(iii)	3.1	2008	stable	N
61917	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	flavimembris	(Mutz and Steinfartz, 1995)									EN	B1ab(iii)	3.1	2008	decreasing	N
61918	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	helverseni	(Pieper, 1963)									VU	D2	3.1	2008	stable	N
41241	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	SALAMANDRIDAE	Lyciasalamandra	luschani	(Steindachner, 1891)									VU	B1ab(iii)	3.1	2008	stable	N
57209	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Lynchius	flavomaculatus	(Parker, 1938)					Phrynopus flavomaculatus|&quot;Eleutherodactylus&quot; flavomaculatus				VU	B1ab(iii)	3.1	2008	unknown	N
57220	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Lynchius	nebulanastes	(Cannatella, 1984)					Phrynopus nebulanastes				DD		3.1	2004	unknown	N
57221	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	STRABOMANTIDAE	Lynchius	parkeri	(Lynch, 1975)					Phrynopus parkeri				EN	B2ab(iii)	3.1	2008	decreasing	N
57178	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CYCLORAMPHIDAE	Macrogenioglottus	alipioi	Carvalho, 1946									LC		3.1	2004	decreasing	N
57867	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	MICROHYLIDAE	Madecassophryne	truebae	Guibé, 1974									EN	B1ab(iii)	3.1	2008	decreasing	N
55241	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	caquetio	Mijares-Urrutia and Arends, 1999									CR	B1ab(iii,v)+2ab(iii,v)	3.1	2004	decreasing	N
55242	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	collaris	(Boulenger, 1912)								Sapito Acollarado Comun	EN	B1ab(iii,iv,v)+2ab(iii,iv,v)	3.1	2008	decreasing	N
55243	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	cordilleriana	La Marca, 1994								Sapito Acollarado Andino	CR	A2c; B2ab(ii,iv,v)c(iii,iv)	3.1	2008	stable	N
55244	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	herminae	(Boettger, 1893)								Sapito Acollarado Orocostense	NT		3.1	2004	decreasing	N
55245	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	lamarcai	Mijares-Urrutia, 1999									CR	B1ab(iii)	3.1	2004	decreasing	N
55246	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	larandina	(Yústiz, 1991)									DD		3.1	2004	unknown	N
136125	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	leonardoi	Manzanilla, La Marca, Jowers, Sánchez and García-Paris, 2005									EN	A2ae	3.1	2008	decreasing	N
55247	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	neblina	(Test, 1956)								Sapito Acollarado De Rancho Grande	CR	B1ab(v)+2ab(v)	3.1	2004	decreasing	N
55248	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	oblitterata	(Rivero, 1984)					Colostethus guatopoensis			Sapito Acollarado De Guatopo	DD		3.1	2004	unknown	N
55249	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	olmonae	(Hardy, 1983)						Bloody Bay Poison Frog			CR	A2ae;B1ab(v)	3.1	2004	decreasing	N
55250	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	riveroi	(Donoso-Barros, 1964)								Sapito Acollarado De Rivero	EN	B1ab(iii)	3.1	2004	decreasing	N
55251	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	trinitatis	(Garman, 1887)						Yellow-throated Frog		Ranita Montanera, Sapito Acollarado Costero	VU	B1ab(iii)	3.1	2008	decreasing	N
136122	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	AROMOBATIDAE	Mannophryne	trujillensis	Vargas Galarce and La Marca, 2007									EN	A2ace;B1ab(i,ii,iii,iv,v)+2ab(ii,iii,iv,v)	3.1	2008	decreasing	N
